date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
2022-09-10,CUS12145041636,36,12000,USD,WEB PAGE,0.245
2022-09-10,CUS70214860460,60,40000,USD,AGENCY,0.395
2022-09-10,CUS85201800724,24,14800,USD,AGENCY,0.169
2022-09-10,CUS32053231236,36,14800,USD,WEB PAGE,0.169
2022-09-10,CUS80921864824,24,30000,USD,WEB PAGE,0.35
2022-09-10,CUS75053082948,48,45322,USD,WEB PAGE,0.169
2022-09-10,CUS53043186360,60,19000,USD,WEB PAGE,0.26
2022-09-10,CUS74356023848,48,60000,USD,WEB PAGE,0.395
2022-09-10,CUS89241188824,24,25000,USD,WEB PAGE,0.189
2022-09-10,CUS65198797236,36,20000,USD,WEB PAGE,0.395
2022-09-10,CUS62115425112,12,7600,USD,WEB PAGE,0.255
2022-09-10,CUS13474221124,24,5000,USD,WEB PAGE,0.3
2022-09-10,CUS84921694112,12,20000,USD,WEB PAGE,0.245
2022-09-10,CUS71928330836,36,40000,USD,WEB PAGE,0.365
2022-09-10,CUS39946493560,60,34800,USD,WEB PAGE,0.39
2022-09-10,CUS33086239236,36,12000,USD,WEB PAGE,0.175
2022-09-10,CUS12821949448,48,5000,USD,WEB PAGE,0.285
2022-09-10,CUS17938956248,48,45100,USD,AGENCY,0.35
2022-09-10,CUS93377940736,36,23800,USD,WEB PAGE,0.11
2022-09-10,CUS53470256148,48,12800,USD,WEB PAGE,0.4
2022-09-10,CUS11637585060,60,70000,USD,WEB PAGE,0.125
2022-09-10,CUS31654709824,24,35000,USD,WEB PAGE,0.29
2022-09-10,CUS62893576448,48,45000,USD,WEB PAGE,0.255
2022-09-10,CUS81232864336,36,15000,USD,WEB PAGE,0.295
2022-09-10,CUS25834913836,36,15000,USD,WEB PAGE,0.285
2022-09-10,CUS50942611360,60,31000,USD,WEB PAGE,0.4
2022-09-10,CUS54692308136,36,36000,USD,WEB PAGE,0.169
2022-09-10,CUS69525248260,60,135000,USD,WEB PAGE,0.135
2022-09-10,CUS95712445936,36,17000,USD,WEB PAGE,0.3
2022-09-10,CUS52143820360,60,66500,USD,WEB PAGE,0.39
2022-09-10,CUS60425823660,60,88100,USD,WEB PAGE,0.25
2022-09-10,CUS64144278224,24,13100,USD,WEB PAGE,0.275
2022-09-10,CUS79593547236,36,14503.5,USD,AGENCY,0.25
2022-09-10,CUS60014216960,60,4500,USD,WEB PAGE,0.205
2022-09-10,CUS32481559924,24,50000,USD,AGENCY,0.209
2022-09-10,CUS77590444460,60,65000,USD,WEB PAGE,0.385
2022-09-10,CUS30083716212,12,2000,USD,WEB PAGE,0.25
2022-09-10,CUS44792763248,48,31000,USD,WEB PAGE,0.39
2022-09-10,CUS92690535648,48,27000,USD,WEB PAGE,0.169
2022-09-10,CUS79208039636,36,13000,USD,WEB PAGE,0.29
2022-09-10,CUS45923741524,24,5000,USD,WEB PAGE,0.225
2022-09-10,CUS23700290548,48,50000,USD,WEB PAGE,0.115
2022-09-10,CUS67714055460,60,20000,USD,WEB PAGE,0.39
2022-09-10,CUS60130130448,48,42700,USD,WEB PAGE,0.24
2022-09-10,CUS66457498436,36,29600,USD,AGENCY,0.22
2022-09-10,CUS77091869748,48,100000,USD,WEB PAGE,0.17
2022-09-10,CUS73631951948,48,10000,USD,WEB PAGE,0.205
2022-09-10,CUS19729519460,60,20000,USD,WEB PAGE,0.23
2022-09-10,CUS61541994124,24,11100,USD,WEB PAGE,0.169
2022-09-10,CUS79219210936,36,45000,USD,WEB PAGE,0.165
2022-09-10,CUS48814235248,48,44000,USD,WEB PAGE,0.4
2022-09-10,CUS65231912660,60,45100,USD,WEB PAGE,0.4
2022-09-10,CUS63819971424,24,30000,USD,AGENCY,0.4
2022-09-10,CUS26936473848,48,35400,USD,WEB PAGE,0.235
2022-09-10,CUS74927826536,36,46000,USD,AGENCY,0.22
2022-09-10,CUS34424004348,48,9400,USD,WEB PAGE,0.245
2022-09-10,CUS46465675224,24,19200,USD,AGENCY,0.285
2022-09-10,CUS81748366436,36,16000,USD,WEB PAGE,0.255
2022-09-10,CUS82714489836,36,100000,USD,AGENCY,0.19
2022-09-10,CUS85362221912,12,4000,USD,WEB PAGE,0.39
2022-09-10,CUS81984786912,12,5000,USD,WEB PAGE,0.23
2022-09-10,CUS34225552648,48,25000,USD,WEB PAGE,0.215
2022-09-10,CUS94751495360,60,20000,USD,WEB PAGE,0.35
2022-09-10,CUS81253003836,36,32100,USD,WEB PAGE,0.145
2022-09-10,CUS18283823836,36,32100,USD,AGENCY,0.145
2022-09-10,CUS85208247348,48,32200,USD,WEB PAGE,0.159
2022-09-10,CUS27389614948,48,25000,USD,WEB PAGE,0.245
2022-09-10,CUS56786497836,36,54900,USD,WEB PAGE,0.225
2022-09-10,CUS14670641224,24,3000,USD,WEB PAGE,0.165
2022-09-10,CUS61640435936,36,10000,USD,WEB PAGE,0.305
2022-09-10,CUS83996534948,48,3000,USD,WEB PAGE,0.175
2022-09-10,CUS12842690736,36,46500,USD,WEB PAGE,0.189
2022-09-10,CUS35975347124,24,3000,USD,WEB PAGE,0.255
2022-09-10,CUS25759696224,24,1000,USD,WEB PAGE,0.235
2022-09-10,CUS94159437524,24,6000,USD,WEB PAGE,0.39
2022-09-10,CUS12470881848,48,81900,USD,WEB PAGE,0.135
2022-09-10,CUS45990231536,36,7626,USD,WEB PAGE,0.235
2022-09-10,CUS84634841924,24,10000,USD,WEB PAGE,0.199
2022-09-10,CUS70449387060,60,15000,USD,WEB PAGE,0.255
2022-09-10,CUS36312590112,12,10000,USD,WEB PAGE,0.16
2022-09-10,CUS55138021524,24,61500,USD,WEB PAGE,0.105
2022-09-10,CUS57601997036,36,57000,USD,WEB PAGE,0.105
2022-09-10,CUS65715308648,48,24700,USD,WEB PAGE,0.159
2022-09-10,CUS21764844736,36,40800,USD,WEB PAGE,0.155
2022-09-10,CUS28307980236,36,4000,USD,WEB PAGE,0.265
2022-09-10,CUS92478231548,48,2000,USD,WEB PAGE,0.235
2022-09-10,CUS30741220048,48,27000,USD,WEB PAGE,0.235
2022-09-10,CUS27307824548,48,7200,USD,WEB PAGE,0.245
2022-09-10,CUS85540122324,24,18000,USD,WEB PAGE,0.395
2022-09-10,CUS71673759136,36,52300,USD,WEB PAGE,0.185
2022-09-10,CUS51492534748,48,20000,USD,WEB PAGE,0.22
2022-09-10,CUS89391537436,36,15000,USD,WEB PAGE,0.2
2022-09-10,CUS34414342248,48,30710,USD,WEB PAGE,0.395
2022-09-10,CUS85306867636,36,30000,USD,WEB PAGE,0.245
2022-09-10,CUS41620091136,36,10000,USD,WEB PAGE,0.25
2022-09-10,CUS76431995424,24,5000,USD,WEB PAGE,0.33
2022-09-10,CUS49043256712,12,2000,USD,WEB PAGE,0.33
2022-09-10,CUS72455911636,36,10800,USD,AGENCY,0.245
2022-09-10,CUS76323650536,36,40000,USD,AGENCY,0.365
2022-09-10,CUS88981383060,60,51700,USD,WEB PAGE,0.105
2022-09-10,CUS39932475860,60,30900,USD,WEB PAGE,0.295
2022-09-10,CUS71061600236,36,20000,USD,WEB PAGE,0.275
2022-09-10,CUS82902204048,48,11500,USD,WEB PAGE,0.235
2022-09-10,CUS23794627236,36,46852,USD,WEB PAGE,0.245
2022-09-10,CUS26387189924,24,11000,USD,AGENCY,0.205
2022-09-10,CUS21448600660,60,32800,USD,WEB PAGE,0.175
2022-09-10,CUS28359059636,36,10000,USD,WEB PAGE,0.25
2022-09-10,CUS24876535024,24,65717.88,USD,WEB PAGE,0.39
2022-09-10,CUS99969648836,36,7000,USD,WEB PAGE,0.22
2022-09-10,CUS24088924924,24,30000,USD,AGENCY,0.235
2022-09-10,CUS47235345848,48,70000,USD,WEB PAGE,0.129
2022-09-10,CUS91785706260,60,9950,USD,WEB PAGE,0.205
2022-09-10,CUS43761020324,24,35088.69,USD,WEB PAGE,0.295
2022-09-10,CUS34209759536,36,130000,USD,WEB PAGE,0.115
2022-09-10,CUS25686497124,24,9976,USD,WEB PAGE,0.145
2022-09-10,CUS82975290836,36,23000,USD,WEB PAGE,0.145
2022-09-10,CUS73405113548,48,90000,USD,WEB PAGE,0.14
2022-09-10,CUS35971660324,24,70000,USD,AGENCY,0.295
2022-09-10,CUS39918967036,36,30000,USD,WEB PAGE,0.25
2022-09-10,CUS92282838424,24,25000,USD,WEB PAGE,0.195
2022-09-10,CUS60872957536,36,50000,USD,AGENCY,0.225
2022-09-10,CUS68788176736,36,11078.9,USD,WEB PAGE,0.269
2022-09-10,CUS54257324424,24,5500,USD,WEB PAGE,0.245
2022-09-10,CUS84628605936,36,4786,USD,WEB PAGE,0.33
2022-09-10,CUS96773979748,48,16300,USD,WEB PAGE,0.285
2022-09-10,CUS29266396048,48,20000,USD,WEB PAGE,0.205
2022-09-10,CUS29438435436,36,100000,USD,WEB PAGE,0.205
2022-09-10,CUS27921573560,60,85700,USD,AGENCY,0.155
2022-09-10,CUS72587739024,24,30000,USD,WEB PAGE,0.375
2022-09-10,CUS32300148636,36,45000,USD,WEB PAGE,0.149
2022-09-10,CUS78724169460,60,64000,USD,WEB PAGE,0.155
2022-09-10,CUS30839777436,36,55000,USD,AGENCY,0.145
2022-09-10,CUS12067588648,48,17994.5,USD,WEB PAGE,0.235
2022-09-10,CUS30883961648,48,64700,USD,WEB PAGE,0.235
2022-09-10,CUS94394525660,60,37400,USD,AGENCY,0.195
2022-09-10,CUS22175171548,48,40000,USD,AGENCY,0.19
2022-09-10,CUS32883201036,36,73000,USD,AGENCY,0.155
2022-09-10,CUS65737102048,48,5000,USD,WEB PAGE,0.215
2022-09-10,CUS85173945648,48,40000,USD,WEB PAGE,0.14
2022-09-10,CUS87855694648,48,10000,USD,WEB PAGE,0.235
2022-09-10,CUS61377092636,36,4000,USD,WEB PAGE,0.25
2022-09-10,CUS23725240860,60,41200,USD,WEB PAGE,0.205
2022-09-10,CUS63810025324,24,12000,USD,WEB PAGE,0.4
2022-09-10,CUS75089185736,36,6810,USD,WEB PAGE,0.105
2022-09-10,CUS18696329624,24,17975,USD,WEB PAGE,0.105
2022-09-10,CUS48013512748,48,140000,USD,AGENCY,0.169
2022-09-10,CUS85948513060,60,100000,USD,AGENCY,0.165
2022-09-10,CUS51156918536,36,5000,USD,WEB PAGE,0.335
2022-09-10,CUS52484809248,48,52114.8,USD,WEB PAGE,0.135
2022-09-10,CUS65605310948,48,80000,USD,AGENCY,0.205
2022-09-10,CUS21034227848,48,80000,USD,WEB PAGE,0.169
2022-09-10,CUS97293672348,48,6000,USD,WEB PAGE,0.205
2022-09-10,CUS68177114336,36,13050,USD,CONTACT CENTER,0.155
2022-09-10,CUS57456090748,48,30800,USD,AGENCY,0.29
2022-09-10,CUS85077960148,48,30800,USD,WEB PAGE,0.29
2022-09-10,CUS99301938124,24,70000,USD,WEB PAGE,0.11
2022-09-10,CUS21873622560,60,55000,USD,WEB PAGE,0.105
2022-09-10,CUS77960564960,60,30100,USD,WEB PAGE,0.139
2022-09-10,CUS59787184336,36,35994,USD,WEB PAGE,0.38
2022-09-10,CUS57345071360,60,15300,USD,WEB PAGE,0.169
2022-09-10,CUS64969783548,48,21200,USD,AGENCY,0.149
2022-09-10,CUS39556791048,48,36600,USD,AGENCY,0.195
2022-09-10,CUS95519496524,24,10000,USD,WEB PAGE,0.225
2022-09-10,CUS75571829548,48,25000,USD,WEB PAGE,0.205
2022-09-10,CUS21057081712,12,1000,USD,WEB PAGE,0.175
2022-09-10,CUS30977259524,24,52900,USD,WEB PAGE,0.375
2022-09-10,CUS72564466848,48,21000,USD,WEB PAGE,0.235
2022-09-10,CUS16118875136,36,10000,USD,WEB PAGE,0.24
2022-09-10,CUS20938224860,60,47453,USD,WEB PAGE,0.129
2022-09-10,CUS50692985124,24,10000,USD,WEB PAGE,0.135
2022-09-10,CUS31499600748,48,45100,USD,WEB PAGE,0.145
2022-09-10,CUS89896323760,60,95900,USD,WEB PAGE,0.215
2022-09-10,CUS94427715760,60,20000,USD,AGENCY,0.19
2022-09-10,CUS12548503024,24,42306,USD,AGENCY,0.24
2022-09-10,CUS25940235860,60,57300,USD,WEB PAGE,0.165
2022-09-10,CUS89007603260,60,16000,USD,WEB PAGE,0.135
2022-09-10,CUS88222138060,60,95900,USD,AGENCY,0.125
2022-09-10,CUS90165973448,48,2300,USD,WEB PAGE,0.265
2022-09-10,CUS49132212924,24,10600,USD,WEB PAGE,0.375
2022-09-10,CUS51013379448,48,11000,USD,AGENCY,0.189
2022-09-10,CUS31460843636,36,37725,USD,AGENCY,0.105
2022-09-10,CUS22066462036,36,10000,USD,WEB PAGE,0.145
2022-09-10,CUS50836890224,24,50000,USD,WEB PAGE,0.37
2022-09-10,CUS49548286724,24,6600,USD,AGENCY,0.395
2022-09-10,CUS54723065924,24,6600,USD,AGENCY,0.395
2022-09-10,CUS74927279248,48,104000,USD,WEB PAGE,0.105
2022-09-10,CUS23119707612,12,4150.9,USD,AGENCY,0.395
2022-09-10,CUS79435788348,48,4700,USD,AGENCY,0.179
2022-09-10,CUS53058519136,36,29900,USD,AGENCY,0.24
2022-09-10,CUS21896408948,48,10000,USD,WEB PAGE,0.155
2022-09-10,CUS33313505612,12,3600,USD,WEB PAGE,0.14
2022-09-10,CUS92399976736,36,100000,USD,AGENCY,0.33
2022-09-10,CUS87277144424,24,20500,USD,WEB PAGE,0.38
2022-09-10,CUS49456106048,48,140000,USD,WEB PAGE,0.105
2022-09-10,CUS48468492260,60,35000,USD,WEB PAGE,0.149
2022-09-10,CUS33330017136,36,5000,USD,WEB PAGE,0.215
2022-09-10,CUS45739805160,60,5000,USD,WEB PAGE,0.195
2022-09-10,CUS74755924260,60,14153,USD,WEB PAGE,0.195
2022-09-10,CUS61127734360,60,9000,USD,WEB PAGE,0.175
2022-09-10,CUS99517431760,60,27400,USD,WEB PAGE,0.135
2022-09-10,CUS63174906660,60,95300,USD,WEB PAGE,0.22
2022-09-10,CUS12978379648,48,50370,USD,WEB PAGE,0.23
2022-09-10,CUS48386797236,36,10000,USD,AGENCY,0.209
2022-09-10,CUS22282351960,60,19600,USD,WEB PAGE,0.145
2022-09-10,CUS85850831324,24,3650,USD,WEB PAGE,0.225
2022-09-10,CUS72146127924,24,3000,USD,WEB PAGE,0.22
2022-09-10,CUS53610783760,60,30000,USD,WEB PAGE,0.235
2022-09-10,CUS98576411048,48,7000,USD,WEB PAGE,0.4
2022-09-10,CUS46697530548,48,40000,USD,AGENCY,0.149
2022-09-10,CUS17067234048,48,40000,USD,AGENCY,0.149
2022-09-10,CUS48078076848,48,10000,USD,WEB PAGE,0.169
2022-09-10,CUS98415147860,60,7807,USD,WEB PAGE,0.235
2022-09-10,CUS77308022036,36,17000,USD,MAIL OFFER,0.129
2022-09-10,CUS30868741636,36,15000,USD,WEB PAGE,0.245
2022-09-10,CUS86119368036,36,5000,USD,WEB PAGE,0.4
2022-09-10,CUS82694383336,36,30000,USD,WEB PAGE,0.24
2022-09-10,CUS72077941560,60,67200,USD,WEB PAGE,0.23
2022-09-10,CUS53810870936,36,34135,USD,WEB PAGE,0.105
2022-09-10,CUS53529945924,24,41000,USD,WEB PAGE,0.149
2022-09-10,CUS35924784912,12,5560,USD,AGENCY,0.21
2022-09-10,CUS97802516060,60,54787,USD,WEB PAGE,0.105
2022-09-10,CUS69008021824,24,12130,USD,WEB PAGE,0.395
2022-09-10,CUS58285596812,12,4000,USD,WEB PAGE,0.245
2022-09-10,CUS27048651236,36,19000,USD,WEB PAGE,0.155
2022-09-10,CUS70689867536,36,3200,USD,WEB PAGE,0.155
2022-09-10,CUS95345435560,60,30000,USD,WEB PAGE,0.175
2022-09-10,CUS49369052424,24,13000,USD,WEB PAGE,0.19
2022-09-10,CUS68212744336,36,52400,USD,AGENCY,0.169
2022-09-10,CUS60644423112,12,10000,USD,AGENCY,0.195
2022-09-10,CUS99299091248,48,15000,USD,WEB PAGE,0.169
2022-09-10,CUS99621662060,60,30000,USD,WEB PAGE,0.135
2022-09-10,CUS92890396936,36,100000,USD,WEB PAGE,0.365
2022-09-10,CUS94535416748,48,6500,USD,WEB PAGE,0.36
2022-09-10,CUS15294352936,36,16499,USD,WEB PAGE,0.235
2022-09-10,CUS64695660336,36,7475,USD,WEB PAGE,0.149
2022-09-10,CUS38697567748,48,72000,USD,AGENCY,0.159
2022-09-10,CUS56765071924,24,10000,USD,WEB PAGE,0.105
2022-09-10,CUS79465537736,36,24000,USD,WEB PAGE,0.205
2022-09-10,CUS40876838260,60,31617,USD,WEB PAGE,0.139
2022-09-10,CUS65637651560,60,82800,USD,WEB PAGE,0.149
2022-09-10,CUS39211178960,60,36000,USD,WEB PAGE,0.185
2022-09-10,CUS39345815736,36,6000,USD,WEB PAGE,0.275
2022-09-10,CUS32753961524,24,17611.11,USD,AGENCY,0.395
2022-09-10,CUS69328383924,24,92700,USD,AGENCY,0.265
2022-09-10,CUS34546663448,48,50000,USD,WEB PAGE,0.185
2022-09-10,CUS90325942124,24,10000,USD,WEB PAGE,0.109
2022-09-10,CUS27235878524,24,16000,USD,WEB PAGE,0.245
2022-09-10,CUS86926937048,48,48500,USD,AGENCY,0.215
2022-09-10,CUS54845323460,60,95400,USD,WEB PAGE,0.105
2022-09-10,CUS39968624312,12,5000,USD,WEB PAGE,0.15
2022-09-10,CUS74578612260,60,69700,USD,WEB PAGE,0.135
2022-09-10,CUS56814676724,24,11000,USD,WEB PAGE,0.4
2022-09-10,CUS90626144836,36,10300,USD,WEB PAGE,0.235
2022-09-10,CUS63444523724,24,53200,USD,WEB PAGE,0.395
2022-09-10,CUS37065643460,60,69800,USD,WEB PAGE,0.14
2022-09-10,CUS48495678924,24,20000,USD,WEB PAGE,0.159
2022-09-10,CUS18148665548,48,28100,USD,WEB PAGE,0.22
2022-09-10,CUS76637405848,48,3600,USD,WEB PAGE,0.195
2022-09-10,CUS20131216224,24,6000,USD,WEB PAGE,0.205
2022-09-10,CUS52986721348,48,10000,USD,WEB PAGE,0.23
2022-09-10,CUS33216899160,60,28000,USD,WEB PAGE,0.17
2022-09-10,CUS60868574524,24,23583.52,USD,WEB PAGE,0.39
2022-09-10,CUS96028752636,36,50000,USD,WEB PAGE,0.35
2022-09-10,CUS51202586748,48,54300,USD,AGENCY,0.145
2022-09-10,CUS46935125548,48,10000,USD,WEB PAGE,0.149
2022-09-10,CUS96539564160,60,51900,USD,WEB PAGE,0.129
2022-09-10,CUS49635579136,36,10000,USD,WEB PAGE,0.135
2022-09-10,CUS27153906948,48,34700,USD,AGENCY,0.135
2022-09-10,CUS89130741936,36,16000,USD,AGENCY,0.24
2022-09-10,CUS61947900924,24,11670,USD,WEB PAGE,0.22
2022-09-10,CUS94536643748,48,30000,USD,WEB PAGE,0.135
2022-09-10,CUS73942964960,60,40000,USD,WEB PAGE,0.155
2022-09-10,CUS85146795636,36,23000,USD,WEB PAGE,0.17
2022-09-10,CUS37494911748,48,6352,USD,WEB PAGE,0.105
2022-09-10,CUS99344921612,12,5000,USD,AGENCY,0.335
2022-09-10,CUS31460375024,24,3000,USD,WEB PAGE,0.22
2022-09-10,CUS35362001660,60,48700,USD,WEB PAGE,0.135
2022-09-10,CUS64553497824,24,12000,USD,WEB PAGE,0.165
2022-09-10,CUS42390444136,36,5000,USD,WEB PAGE,0.265
2022-09-10,CUS59606526124,24,24800,USD,AGENCY,0.385
2022-09-10,CUS86209202148,48,46400,USD,AGENCY,0.179
2022-09-10,CUS52916904348,48,53000,USD,WEB PAGE,0.225
2022-09-10,CUS99434666060,60,73200,USD,WEB PAGE,0.135
2022-09-10,CUS17818973360,60,73200,USD,WEB PAGE,0.135
2022-09-10,CUS85008321324,24,13000,USD,WEB PAGE,0.235
2022-09-10,CUS42897301360,60,3500,USD,WEB PAGE,0.2
2022-09-10,CUS35921389236,36,23715,USD,WEB PAGE,0.245
2022-09-10,CUS45290081136,36,90000,USD,AGENCY,0.155
2022-09-10,CUS29682751960,60,17062.33,USD,AGENCY,0.155
2022-09-10,CUS46765165424,24,6500,USD,WEB PAGE,0.255
2022-09-10,CUS77068356036,36,3671,USD,WEB PAGE,0.315
2022-09-10,CUS65958312424,24,5000,USD,WEB PAGE,0.245
2022-09-10,CUS75335920812,12,10000,USD,WEB PAGE,0.135
2022-09-10,CUS31492255012,12,13000,USD,WEB PAGE,0.135
2022-09-10,CUS98312680224,24,3000,USD,WEB PAGE,0.135
2022-09-10,CUS68835356160,60,20000,USD,WEB PAGE,0.155
2022-09-10,CUS97899912924,24,30000,USD,WEB PAGE,0.38
2022-09-10,CUS30659778136,36,15000,USD,WEB PAGE,0.37
2022-09-10,CUS56126164336,36,21000,USD,WEB PAGE,0.235
2022-09-10,CUS15248450836,36,7500,USD,WEB PAGE,0.155
2022-09-10,CUS61623101024,24,16600,USD,AGENCY,0.235
2022-09-10,CUS48592764448,48,62000,USD,AGENCY,0.159
2022-09-10,CUS75612099748,48,11000,USD,WEB PAGE,0.154
2022-09-10,CUS53730137160,60,62000,USD,WEB PAGE,0.159
2022-09-10,CUS77135343660,60,7500,USD,AGENCY,0.105
2022-09-10,CUS14966947460,60,33000,USD,WEB PAGE,0.155
2022-09-10,CUS52649596036,36,15000,USD,AGENCY,0.33
2022-09-10,CUS90953516348,48,10000,USD,WEB PAGE,0.33
2022-09-10,CUS30553981924,24,19800,USD,AGENCY,0.275
2022-09-10,CUS93196566124,24,3100,USD,AGENCY,0.27
2022-09-10,CUS63292074224,24,3100,USD,WEB PAGE,0.27
2022-09-10,CUS33612683324,24,8300,USD,WEB PAGE,0.15
2022-09-10,CUS65392006560,60,114600,USD,WEB PAGE,0.159
2022-09-10,CUS41341476948,48,40000,USD,WEB PAGE,0.119
2022-09-10,CUS72423283260,60,61100,USD,WEB PAGE,0.179
2022-09-10,CUS14465334260,60,10700,USD,WEB PAGE,0.165
2022-09-10,CUS76327446360,60,18000,USD,WEB PAGE,0.175
2022-09-10,CUS19130444260,60,52727,USD,WEB PAGE,0.165
2022-09-10,CUS73477555360,60,48200,USD,WEB PAGE,0.145
2022-09-10,CUS34722044024,24,104000,USD,AGENCY,0.175
2022-09-10,CUS89957535924,24,140000,USD,WEB PAGE,0.24
2022-09-10,CUS11431279548,48,30000,USD,WEB PAGE,0.23
2022-09-10,CUS75918822848,48,50000,USD,AGENCY,0.165
2022-09-10,CUS63180964060,60,50000,USD,WEB PAGE,0.159
2022-09-10,CUS20994168860,60,70000,USD,WEB PAGE,0.129
2022-09-10,CUS34141445160,60,60000,USD,WEB PAGE,0.135
2022-09-10,CUS12369617736,36,28500,USD,WEB PAGE,0.19
2022-09-10,CUS34256076612,12,1000,USD,WEB PAGE,0.32
2022-09-10,CUS97561878136,36,6093,USD,WEB PAGE,0.255
2022-09-10,CUS40467583424,24,5030,USD,WEB PAGE,0.255
2022-09-10,CUS48310450548,48,30000,USD,WEB PAGE,0.155
2022-09-10,CUS45558120248,48,101700,USD,AGENCY,0.145
2022-09-10,CUS98689632036,36,29000,USD,AGENCY,0.149
2022-09-10,CUS94767099160,60,50000,USD,AGENCY,0.165
2022-09-10,CUS88792819460,60,6000,USD,CONTACT CENTER,0.24
2022-09-10,CUS97738217760,60,80000,USD,WEB PAGE,0.135
2022-09-10,CUS84720682424,24,39000,USD,AGENCY,0.135
2022-09-10,CUS46713850224,24,10000,USD,WEB PAGE,0.245
2022-09-10,CUS23558451460,60,70000,USD,WEB PAGE,0.145
2022-09-10,CUS44662061560,60,12000,USD,WEB PAGE,0.159
2022-09-10,CUS63680431060,60,70000,USD,WEB PAGE,0.17
2022-09-10,CUS35101224624,24,2000,USD,WEB PAGE,0.135
2022-09-10,CUS21449223460,60,50000,USD,AGENCY,0.105
2022-09-10,CUS29310717424,24,15000,USD,WEB PAGE,0.37
2022-09-10,CUS33931866024,24,1748,USD,WEB PAGE,0.38
2022-09-10,CUS14531800260,60,50000,USD,WEB PAGE,0.145
2022-09-10,CUS28002477960,60,59496.67,USD,WEB PAGE,0.155
2022-09-10,CUS70438231336,36,20000,USD,WEB PAGE,0.175
2022-09-10,CUS95682101760,60,50000,USD,WEB PAGE,0.119
2022-09-10,CUS90919125460,60,45000,USD,WEB PAGE,0.175
2022-09-10,CUS91217604024,24,16122,USD,WEB PAGE,0.155
2022-09-10,CUS93933009660,60,67000,USD,WEB PAGE,0.175
2022-09-10,CUS72771905436,36,8000,USD,AGENCY,0.355
2022-09-10,CUS93560876948,48,49324,USD,WEB PAGE,0.33
2022-09-10,CUS22705873836,36,31863,USD,WEB PAGE,0.335
2022-09-10,CUS70432372736,36,21000,USD,WEB PAGE,0.35
2022-09-10,CUS85708051624,24,7100,USD,WEB PAGE,0.38
2022-09-10,CUS74103484536,36,12000,USD,WEB PAGE,0.215
2022-09-10,CUS51869466836,36,13800,USD,WEB PAGE,0.37
2022-09-10,CUS67802012436,36,17506,USD,WEB PAGE,0.1
2022-09-10,CUS90084985236,36,59555.27,USD,WEB PAGE,0.119
2022-09-10,CUS37420698348,48,23000,USD,WEB PAGE,0.195
2022-09-10,CUS92541612936,36,30000,USD,WEB PAGE,0.135
2022-09-10,CUS71905114060,60,87500,USD,WEB PAGE,0.155
2022-09-10,CUS44835164848,48,20000,USD,WEB PAGE,0.335
2022-09-10,CUS53243321424,24,22500,USD,WEB PAGE,0.33
2022-09-10,CUS80006506736,36,22445,USD,WEB PAGE,0.235
2022-09-10,CUS86633268348,48,100000,USD,WEB PAGE,0.325
2022-09-10,CUS84151638348,48,23000,USD,WEB PAGE,0.225
2022-09-10,CUS57070045360,60,15000,USD,WEB PAGE,0.175
2022-09-10,CUS16767847360,60,45000,USD,WEB PAGE,0.125
2022-09-10,CUS97735832960,60,15000,USD,WEB PAGE,0.195
2022-09-10,CUS96214569036,36,32400,USD,WEB PAGE,0.145
2022-09-10,CUS62531667248,48,10000,USD,WEB PAGE,0.105
