date,customerId,monthly_salary,health_score,current_debt,category
2022-09-11,CUS64621096848,9406,303,265787.2,SILVER
2022-09-11,CUS29048841412,7407,304,22841.19,BRONZE
2022-09-11,CUS96536436148,11563,304,352446.64,SILVER
2022-09-11,CUS23744461936,6006,305,180411.12,BRONZE
2022-09-11,CUS44909403124,7408,305,1500,
2022-09-11,CUS71725956948,19936,310,,BRONZE
2022-09-11,CUS66057617636,3359,310,,SILVER
2022-09-11,CUS67768682436,17020,310,65154.96,SILVER
2022-09-11,CUS78814667436,20983,312,210345.12,
2022-09-11,CUS91930891848,5680,312,1960.89,SILVER
2022-09-11,CUS41153403824,10108,313,22257.16,
2022-09-11,CUS54207128260,4456,313,79293.12,SILVER
2022-09-11,CUS31678576060,19199,314,,SILVER
2022-09-11,CUS77460844860,6043,315,40873.34,SILVER
2022-09-11,CUS20846457760,5381,315,80594.55,
2022-09-11,CUS95403568224,13201,315,118706.28,BRONZE
2022-09-11,CUS23147382112,2050,315,,SILVER
2022-09-11,CUS43174016036,2050,315,,BRONZE
2022-09-11,CUS63031607124,6437,315,184936.84,SILVER
2022-09-11,CUS26137117460,8997,316,65333.66,
2022-09-11,CUS99198069648,4594,316,38139.52,BRONZE
2022-09-11,CUS80344765736,8013,317,119682.36,SILVER
2022-09-11,CUS35823120424,8097,318,286636.08,SILVER
2022-09-11,CUS22765337412,8283,318,,BRONZE
2022-09-11,CUS76878838136,6183,318,99597.04,
2022-09-11,CUS75818429548,5471,318,,BRONZE
2022-09-11,CUS82206028536,5774,318,,BRONZE
2022-09-11,CUS19283740036,4092,319,23308.49,BRONZE
2022-09-11,CUS57415593148,35157,319,652667.62,
2022-09-11,CUS45275410460,7810,321,58971.15,SILVER
2022-09-11,CUS46519254524,8325,322,37634.43,BRONZE
2022-09-11,CUS46116588624,8194,322,186177.99,SILVER
2022-09-11,CUS21628681760,8335,322,52616.75,
2022-09-11,CUS65578407460,14511,323,199879.5,SILVER
2022-09-11,CUS81304184660,10954,324,240299.24,SILVER
2022-09-11,CUS56308906824,2949,324,189.26,
2022-09-11,CUS32574382248,8232,324,18399.57,SILVER
2022-09-11,CUS92439909236,3506,324,47927.34,GOLD
2022-09-11,CUS82346842624,34105,324,674420.76,SILVER
2022-09-11,CUS14053284236,4507,325,27429.15,BRONZE
2022-09-11,CUS15498182848,3224,325,24386.82,SILVER
2022-09-11,CUS52382485724,14676,325,283133.04,SILVER
2022-09-11,CUS19729065536,5554,325,84059.92,SILVER
2022-09-11,CUS38022473760,4686,326,,BRONZE
2022-09-11,CUS67714176060,5243,326,44284.98,
2022-09-11,CUS37962916236,8530,326,146558.49,BRONZE
2022-09-11,CUS59987062448,8581,326,195018.24,SILVER
2022-09-11,CUS73325848836,7505,326,20282.72,
2022-09-11,CUS35757767536,6207,327,35107.18,
2022-09-11,CUS60800269036,9303,327,,SILVER
2022-09-11,CUS85997985360,5180,327,214613.95,SILVER
2022-09-11,CUS81954614824,6358,327,78606.12,SILVER
2022-09-11,CUS45077012936,6358,327,78606.12,SILVER
2022-09-11,CUS58995391048,5087,327,35405.41,SILVER
2022-09-11,CUS48376576960,10831,328,397903.56,SILVER
2022-09-11,CUS78127315136,8027,328,143733.52,
2022-09-11,CUS83805817348,3667,328,1658.33,SILVER
2022-09-11,CUS45811653436,6967,328,33804.9,SILVER
2022-09-11,CUS77831970836,12308,329,144770.05,GOLD
2022-09-11,CUS64939095048,5247,329,40776.16,SILVER
2022-09-11,CUS40121466748,8251,329,168486.6,
2022-09-11,CUS58412005660,5226,330,251834.4,SILVER
2022-09-11,CUS22853231312,5166,330,,BRONZE
2022-09-11,CUS52400748448,11120,330,326205.56,BRONZE
2022-09-11,CUS22201581148,9594,330,126452.06,SILVER
2022-09-11,CUS86320159436,5252,330,,BRONZE
2022-09-11,CUS94911104124,8412,330,36304.55,
2022-09-11,CUS52838730224,6101,331,15425.6,SILVER
2022-09-11,CUS37665795836,12179,331,258927.9,SILVER
2022-09-11,CUS81348675660,5558,331,369094.74,SILVER
2022-09-11,CUS53731635960,2458,332,62448.96,SILVER
2022-09-11,CUS65311762436,8499,332,97770.33,SILVER
2022-09-11,CUS53228534748,13722,333,44220.69,SILVER
2022-09-11,CUS87604224736,3572,333,5022.53,BRONZE
2022-09-11,CUS92317108260,12118,333,165864.96,BRONZE
2022-09-11,CUS80360439224,8066,333,110900.8,
2022-09-11,CUS72331613124,6350,333,206776.72,SILVER
2022-09-11,CUS28666853624,8147,333,38068.75,
2022-09-11,CUS18213211224,6460,334,6763.62,BRONZE
2022-09-11,CUS30280582036,7297,334,52871.8,BRONZE
2022-09-11,CUS98206060548,6371,334,148688.68,BRONZE
2022-09-11,CUS55787738360,6459,334,,
2022-09-11,CUS83666717624,5668,335,51243.18,SILVER
2022-09-11,CUS57922184060,8334,335,187083.03,SILVER
2022-09-11,CUS73092071236,8985,335,617408.64,GOLD
2022-09-11,CUS73502066736,4339,335,39759.4,
2022-09-11,CUS74632475148,6397,336,2479.23,
2022-09-11,CUS60170200012,17714,336,317294.2,
2022-09-11,CUS78553997536,4913,336,73314.35,SILVER
2022-09-11,CUS24921670236,5885,336,10670.54,SILVER
2022-09-11,CUS47392299948,4799,336,83995.04,SILVER
2022-09-11,CUS82665278736,12775,336,326580.84,BRONZE
2022-09-11,CUS16135084724,7869,337,24528.56,
2022-09-11,CUS14250658636,6224,337,48990.72,SILVER
2022-09-11,CUS48929592548,4282,337,105112.17,SILVER
2022-09-11,CUS89970805248,1210,337,3866.13,BRONZE
2022-09-11,CUS93519646312,12111,338,123121.89,SILVER
2022-09-11,CUS83850595236,4832,338,31535.53,BRONZE
2022-09-11,CUS59004200724,11414,338,146562.16,
2022-09-11,CUS69571201748,8105,338,310175.11,SILVER
2022-09-11,CUS19659812948,8139,339,119841.2,
2022-09-11,CUS12192046436,7680,339,75758.6,GOLD
2022-09-11,CUS73129012236,7680,339,75758.6,
2022-09-11,CUS80339116760,7557,340,80308.14,SILVER
2022-09-11,CUS60034898660,7557,340,80308.14,SILVER
2022-09-11,CUS24594480148,4708,340,60530.62,
2022-09-11,CUS96156192648,3427,340,12460.18,SILVER
2022-09-11,CUS51454592736,5855,340,171909.4,SILVER
2022-09-11,CUS96364208312,4996,340,1721.92,SILVER
2022-09-11,CUS40845684948,14677,340,224623.82,SILVER
2022-09-11,CUS80007910560,14677,340,224623.82,SILVER
2022-09-11,CUS18017271748,3259,341,109016.85,SILVER
2022-09-11,CUS40248058648,7622,341,,SILVER
2022-09-11,CUS75913430060,6155,341,346031.4,SILVER
2022-09-11,CUS24421898824,4011,341,60858.28,SILVER
2022-09-11,CUS45382519160,4396,341,,SILVER
2022-09-11,CUS84294162360,5253,342,306993.66,SILVER
2022-09-11,CUS51286972812,11457,342,,SILVER
2022-09-11,CUS17913691836,7665,342,154455.87,SILVER
2022-09-11,CUS75726360636,10243,342,8639.34,
2022-09-11,CUS11683280336,7253,342,48312.7,SILVER
2022-09-11,CUS29319763424,7515,342,,SILVER
2022-09-11,CUS60925913248,3711,342,1902.36,BRONZE
2022-09-11,CUS63827031112,6918,342,45683.3,GOLD
2022-09-11,CUS52941124036,9418,343,7895.52,SILVER
2022-09-11,CUS78883987336,9883,344,117770.62,GOLD
2022-09-11,CUS72407957536,10161,344,14044.32,SILVER
2022-09-11,CUS65453826124,8514,344,273449.05,BRONZE
2022-09-11,CUS58284071748,6800,345,468454.05,
2022-09-11,CUS95016010560,6110,345,30621.29,
2022-09-11,CUS92798200524,10615,345,259393.15,SILVER
2022-09-11,CUS34778866060,8239,345,202816.48,SILVER
2022-09-11,CUS64982938760,8437,345,297400.48,SILVER
2022-09-11,CUS92261600048,8963,345,190092.6,SILVER
2022-09-11,CUS73864898412,6268,346,82492.2,
2022-09-11,CUS16691043112,4761,346,154240.8,SILVER
2022-09-11,CUS75941161512,4425,346,6030.52,
2022-09-11,CUS63227995836,7960,346,177095.65,SILVER
2022-09-11,CUS59225354360,3631,346,15520.6,BRONZE
2022-09-11,CUS87164359760,3141,346,21035.62,SILVER
2022-09-11,CUS84993770224,5986,347,16800,BRONZE
2022-09-11,CUS62348249548,12077,347,,
2022-09-11,CUS41697081824,4394,347,,BRONZE
2022-09-11,CUS61871189548,6570,347,48581.62,SILVER
2022-09-11,CUS51783230960,6570,347,48581.62,SILVER
2022-09-11,CUS68539891148,6944,347,67850.28,BRONZE
2022-09-11,CUS50426985460,12519,347,4703.4,
2022-09-11,CUS55484420448,15388,347,264140.07,
2022-09-11,CUS96020724824,5353,347,31261.86,SILVER
2022-09-11,CUS43261967624,7831,347,14918.27,BRONZE
2022-09-11,CUS84522202048,7829,347,64120.88,SILVER
2022-09-11,CUS99417735712,6300,347,,
2022-09-11,CUS83714094348,3233,347,3790.77,SILVER
2022-09-11,CUS80816614936,4905,348,5535.69,SILVER
2022-09-11,CUS33774349536,10597,348,,
2022-09-11,CUS66413199460,5107,349,96127.2,BRONZE
2022-09-11,CUS31136633760,14462,349,84592.58,SILVER
2022-09-11,CUS68721205948,993,349,27235.11,SILVER
2022-09-11,CUS44839027936,993,349,27235.11,SILVER
2022-09-11,CUS84837401848,2644,349,,SILVER
2022-09-11,CUS29711636648,6240,349,207148.02,GOLD
2022-09-11,CUS78292425748,7361,349,,SILVER
2022-09-11,CUS43391075648,6148,349,203357.13,SILVER
2022-09-11,CUS80726151148,9996,350,1500,SILVER
2022-09-11,CUS29447669660,6902,350,136794.81,SILVER
2022-09-11,CUS89612001660,7480,350,12377.4,SILVER
2022-09-11,CUS40361478260,12328,351,321163.1,SILVER
2022-09-11,CUS85732038736,8563,351,31183,SILVER
2022-09-11,CUS37476025324,31304,352,1053494.4,BRONZE
2022-09-11,CUS56213376936,15352,352,114378.69,
2022-09-11,CUS78115842324,11464,352,70208.41,BRONZE
2022-09-11,CUS89965742648,6871,352,215396.57,SILVER
2022-09-11,CUS54420295112,4951,353,31498.78,SILVER
2022-09-11,CUS82220763148,6646,353,25531.51,SILVER
2022-09-11,CUS14326781860,6766,353,227727.33,SILVER
2022-09-11,CUS40193948848,16779,354,256697.72,GOLD
2022-09-11,CUS97677156536,5051,354,,SILVER
2022-09-11,CUS96578488248,9507,354,99527.36,
2022-09-11,CUS66343506036,6030,355,166044.24,SILVER
2022-09-11,CUS43641973960,14575,355,416273,
2022-09-11,CUS18032476524,5111,355,17910.98,SILVER
2022-09-11,CUS56141948048,5859,355,93743.84,BRONZE
2022-09-11,CUS75919169636,4685,355,123959.82,SILVER
2022-09-11,CUS87584432448,3655,355,48523.18,SILVER
2022-09-11,CUS67586880860,12170,356,124709.56,SILVER
2022-09-11,CUS87639187860,3594,356,21646.32,SILVER
2022-09-11,CUS24703764612,5240,356,9600,
2022-09-11,CUS39196843660,10250,356,230802.96,SILVER
2022-09-11,CUS52934870236,6528,356,299715.35,
2022-09-11,CUS48065837360,26300,356,96811.95,SILVER
2022-09-11,CUS26774784060,5526,357,204944.07,BRONZE
2022-09-11,CUS76099331836,7996,357,195358.12,SILVER
2022-09-11,CUS43746603936,7996,357,195358.12,SILVER
2022-09-11,CUS19993333560,7206,357,29136.58,SILVER
2022-09-11,CUS33747449160,18707,358,587377.95,
2022-09-11,CUS28833865960,3643,358,95802.39,SILVER
2022-09-11,CUS72799606460,12482,359,76796.75,SILVER
2022-09-11,CUS25124899024,5974,359,757.2,SILVER
2022-09-11,CUS63460408148,7146,359,88036.05,BRONZE
2022-09-11,CUS95157931148,10472,359,101657.72,BRONZE
2022-09-11,CUS15773919760,4406,359,104414.16,BRONZE
2022-09-11,CUS20322290348,4601,359,1270.12,SILVER
2022-09-11,CUS46231699224,3658,359,153563.97,SILVER
2022-09-11,CUS19945608036,27130,360,69836.72,SILVER
2022-09-11,CUS61905050448,11961,360,,BRONZE
2022-09-11,CUS12800437160,8728,360,232471.8,
2022-09-11,CUS84080299524,15399,361,74272.35,
2022-09-11,CUS28021383436,4896,361,57816.22,SILVER
2022-09-11,CUS98185930460,3997,361,114418.4,SILVER
2022-09-11,CUS98455953948,12692,361,3636.8,GOLD
2022-09-11,CUS23161777960,5730,362,26787.26,GOLD
2022-09-11,CUS43481841360,5410,362,,SILVER
2022-09-11,CUS96368668824,4212,362,,SILVER
2022-09-11,CUS36212766460,4212,362,,SILVER
2022-09-11,CUS69411724536,11920,362,3432.3,
2022-09-11,CUS63142572760,4987,362,374.36,BRONZE
2022-09-11,CUS90802187136,6767,362,31393.48,SILVER
2022-09-11,CUS37802198760,6054,363,,
2022-09-11,CUS67403475248,5787,363,21956.76,
2022-09-11,CUS91066733624,16619,363,,SILVER
2022-09-11,CUS92141424060,5831,363,153324.28,SILVER
2022-09-11,CUS41062887836,8403,363,225811.76,
2022-09-11,CUS61711185460,10135,363,136301.85,GOLD
2022-09-11,CUS42974693960,5476,363,165186.54,SILVER
2022-09-11,CUS16172278060,5130,363,38743.74,SILVER
2022-09-11,CUS26927252724,5797,364,48937.28,BRONZE
2022-09-11,CUS38931972748,4484,364,,SILVER
2022-09-11,CUS98324707160,4484,364,,SILVER
2022-09-11,CUS74416510460,6371,365,139424.01,SILVER
2022-09-11,CUS69182683960,7715,365,592971.76,BRONZE
2022-09-11,CUS70948670760,5295,365,70584.45,SILVER
2022-09-11,CUS70425082548,8369,365,124948.56,SILVER
2022-09-11,CUS98095107160,5295,365,70584.45,SILVER
2022-09-11,CUS74801402212,6600,365,71590.53,SILVER
2022-09-11,CUS22061299336,5019,365,23796.54,
2022-09-11,CUS69391009624,8172,365,4789.52,
2022-09-11,CUS94449241560,5197,366,32481.73,
2022-09-11,CUS96214999760,14331,366,173353.54,
2022-09-11,CUS75371613024,4977,366,,BRONZE
2022-09-11,CUS35772922460,7589,366,94077.16,BRONZE
2022-09-11,CUS33708398936,14050,366,36941.28,SILVER
2022-09-11,CUS11140714160,9819,367,126674.82,BRONZE
2022-09-11,CUS33409403212,11050,367,210711.08,SILVER
2022-09-11,CUS60664348936,5123,367,984,SILVER
2022-09-11,CUS40442468624,9747,367,130585.98,GOLD
2022-09-11,CUS74872136360,9747,367,130585.98,GOLD
2022-09-11,CUS13123464560,4335,367,63.54,SILVER
2022-09-11,CUS39948916848,9529,367,385.42,SILVER
2022-09-11,CUS81172488060,5098,367,,SILVER
2022-09-11,CUS58250936260,3869,367,,SILVER
2022-09-11,CUS37000288924,4712,368,,BRONZE
2022-09-11,CUS93950269948,4053,368,,BRONZE
2022-09-11,CUS37060310124,9012,368,37113.25,
2022-09-11,CUS69811729248,13064,368,221.83,
2022-09-11,CUS74853721736,3306,368,379308.36,
2022-09-11,CUS95070299648,9750,368,150069.4,SILVER
2022-09-11,CUS32342307660,9800,369,132439.8,
2022-09-11,CUS47639941248,8343,369,,SILVER
2022-09-11,CUS53685021536,6217,369,138625.6,
2022-09-11,CUS39183672060,8387,370,80809.88,SILVER
2022-09-11,CUS92101510636,10700,370,172986.63,
2022-09-11,CUS53067867924,20088,370,,BRONZE
2022-09-11,CUS92850174936,4076,370,6130.08,SILVER
2022-09-11,CUS56761541136,4076,370,6130.08,SILVER
2022-09-11,CUS27326932860,14903,370,93640.97,SILVER
2022-09-11,CUS22895898324,7665,370,263135.46,BRONZE
2022-09-11,CUS16926590060,11200,370,185953.94,BRONZE
2022-09-11,CUS66409114336,7665,370,263135.46,BRONZE
2022-09-11,CUS29608450448,27737,371,73431.49,SILVER
2022-09-11,CUS33375976348,10495,371,12935.73,BRONZE
2022-09-11,CUS47170316436,6276,371,142887.95,SILVER
2022-09-11,CUS24867439548,2765,371,,BRONZE
2022-09-11,CUS96227679360,16000,371,129048.75,SILVER
2022-09-11,CUS46294685660,5664,372,10957.44,BRONZE
2022-09-11,CUS38909416360,6642,372,,
2022-09-11,CUS37198588948,7050,372,184659.3,SILVER
2022-09-11,CUS19426869948,5700,372,4503.74,
2022-09-11,CUS99398185660,5462,372,82503.82,SILVER
2022-09-11,CUS39555842124,6320,372,,
2022-09-11,CUS62759750324,5678,372,82293.63,SILVER
2022-09-11,CUS92004968848,7906,372,109883.15,BRONZE
2022-09-11,CUS63695164124,5276,372,2244.97,
2022-09-11,CUS95575860624,12034,373,39981.03,
2022-09-11,CUS81298114460,3251,373,1637.49,SILVER
2022-09-11,CUS25166674660,17059,373,1187307.52,
2022-09-11,CUS54956112260,8470,373,209542.68,SILVER
2022-09-11,CUS27880689160,5941,373,114723.44,
2022-09-11,CUS79707051848,9047,373,1467.16,GOLD
2022-09-11,CUS60358735836,7704,373,206989,
2022-09-11,CUS94912419748,5080,373,85388.9,BRONZE
2022-09-11,CUS80584007736,7632,373,34759.02,
2022-09-11,CUS89993052724,4479,373,126325.68,BRONZE
2022-09-11,CUS84096724836,12254,373,69809.08,BRONZE
2022-09-11,CUS68956595248,21147,373,,
2022-09-11,CUS86694133160,7349,373,163672.02,SILVER
2022-09-11,CUS20017131536,5783,373,22558.7,BRONZE
2022-09-11,CUS25086589160,16338,373,110192.39,SILVER
2022-09-11,CUS49018913860,9732,373,137361.93,SILVER
2022-09-11,CUS50880006660,6536,374,379140.56,SILVER
2022-09-11,CUS44797298860,6536,374,379140.56,
2022-09-11,CUS43420921636,4419,374,304125.86,
2022-09-11,CUS62612552960,6813,374,98502.96,
2022-09-11,CUS99673633948,6183,374,11021.7,SILVER
2022-09-11,CUS12927318636,7362,374,98326.32,BRONZE
2022-09-11,CUS52436438336,12821,374,82161.44,SILVER
2022-09-11,CUS65694367836,5591,374,12382.02,SILVER
2022-09-11,CUS92064269560,9537,374,234445.08,GOLD
2022-09-11,CUS44010129448,2397,374,36515.68,BRONZE
2022-09-11,CUS68893012060,7551,375,168244.6,
2022-09-11,CUS29766729960,10526,375,156521.83,
2022-09-11,CUS26972784624,8384,375,77393.8,SILVER
2022-09-11,CUS85944710660,21252,375,390197.3,
2022-09-11,CUS23884984960,6118,375,5112.41,SILVER
2022-09-11,CUS34164988160,6813,376,35290.57,SILVER
2022-09-11,CUS95801642648,6853,376,210124.68,
2022-09-11,CUS55579559760,4666,376,72164.3,BRONZE
2022-09-11,CUS19687214024,3580,376,44114.64,
2022-09-11,CUS19631271860,1791,376,,SILVER
2022-09-11,CUS90997782624,3407,376,13781.26,SILVER
2022-09-11,CUS12133736860,7081,377,55336.66,
2022-09-11,CUS49052416760,13745,377,251882.9,SILVER
2022-09-11,CUS31382733036,7520,377,132729.16,SILVER
2022-09-11,CUS75120389060,9402,377,89838.98,SILVER
2022-09-11,CUS33194264560,9402,377,89838.98,
2022-09-11,CUS53861663148,7471,377,105976.74,SILVER
2022-09-11,CUS37908790248,6799,377,236585.52,
2022-09-11,CUS28301342660,11994,378,1232596.2,SILVER
2022-09-11,CUS37033570060,11994,378,1232596.2,SILVER
2022-09-11,CUS88966277660,9403,378,76509.69,GOLD
2022-09-11,CUS53107145236,7128,378,28420.84,SILVER
2022-09-11,CUS32221565160,11994,378,1232596.2,SILVER
2022-09-11,CUS44172729048,17792,378,26960.87,SILVER
2022-09-11,CUS43519543748,5534,378,9618.4,
2022-09-11,CUS33191121836,2780,378,2974.36,SILVER
2022-09-11,CUS61956299424,4175,378,14750.34,
2022-09-11,CUS46708877548,6570,378,82808.88,
2022-09-11,CUS16032833536,5951,378,39528.78,BRONZE
2022-09-11,CUS77634884760,4461,378,21523.68,SILVER
2022-09-11,CUS77231342160,7305,378,148149.24,SILVER
2022-09-11,CUS13050896960,7336,378,289522.38,BRONZE
2022-09-11,CUS25102068824,3837,379,16973.72,SILVER
2022-09-11,CUS31848248960,10248,379,652913.95,SILVER
2022-09-11,CUS65286299736,11081,379,43880.49,
2022-09-11,CUS69134290660,13488,379,68217.38,GOLD
2022-09-11,CUS73358328736,2506,379,,SILVER
2022-09-11,CUS90384222260,11343,379,77243,SILVER
2022-09-11,CUS29403076460,9448,380,89353.81,SILVER
2022-09-11,CUS67530886124,8378,380,29357.68,SILVER
2022-09-11,CUS66953942560,8387,380,174672.64,BRONZE
2022-09-11,CUS32285274060,10300,380,194069.62,SILVER
2022-09-11,CUS55255577824,6959,380,39509.32,
2022-09-11,CUS27425696948,15971,380,1263407.75,BRONZE
2022-09-11,CUS90868589348,9431,380,79674.7,BRONZE
2022-09-11,CUS33038179624,6381,380,12886.92,SILVER
2022-09-11,CUS66857681148,15613,380,44016.64,SILVER
2022-09-11,CUS79089997160,8511,380,302112.69,SILVER
2022-09-11,CUS85540726260,3830,380,134448.8,SILVER
2022-09-11,CUS40770359560,6118,380,109703.35,
2022-09-11,CUS89071312560,6358,380,106929.32,SILVER
2022-09-11,CUS74134339724,14280,381,276870.26,
2022-09-11,CUS82901626436,6682,381,7431.08,BRONZE
2022-09-11,CUS17053501160,13983,381,414120.06,
2022-09-11,CUS37160092112,12550,381,179102.37,SILVER
2022-09-11,CUS48618934412,4791,381,4775.99,SILVER
2022-09-11,CUS74495382448,5898,382,33206.32,
2022-09-11,CUS66082264448,6374,382,137714.26,
2022-09-11,CUS37926338424,5631,382,18208.61,
2022-09-11,CUS14575920648,12650,382,353282.08,
2022-09-11,CUS81816980648,5711,382,30715.74,SILVER
2022-09-11,CUS62001198148,11471,382,213524.52,SILVER
2022-09-11,CUS17988575736,5360,382,46361.96,SILVER
2022-09-11,CUS26847026124,24461,382,337838.85,SILVER
2022-09-11,CUS69340753236,9024,382,250333.56,BRONZE
2022-09-11,CUS49754558648,17602,382,164735.86,SILVER
2022-09-11,CUS85895860160,11478,383,96288.97,SILVER
2022-09-11,CUS49304035360,5342,383,59490.76,BRONZE
2022-09-11,CUS45921096260,8196,383,55685.02,SILVER
2022-09-11,CUS43977659436,7510,383,26403.21,
2022-09-11,CUS87184648260,14059,383,,SILVER
2022-09-11,CUS23375933624,6096,384,27537.29,SILVER
2022-09-11,CUS97022275760,6830,384,52522.19,SILVER
2022-09-11,CUS51379419948,12427,384,66520.78,SILVER
2022-09-11,CUS29400191048,12751,384,4921.42,
2022-09-11,CUS25084541324,14778,384,69179.95,SILVER
2022-09-11,CUS88465736348,6703,384,220509.42,SILVER
2022-09-11,CUS78419244960,7526,384,87664.98,BRONZE
2022-09-11,CUS34597254012,4797,384,,
2022-09-11,CUS59019273524,6640,384,3000,SILVER
2022-09-11,CUS76337382860,21588,384,173902.32,SILVER
2022-09-11,CUS26898412348,8350,385,194821.72,
2022-09-11,CUS38349203160,5832,385,1532.22,
2022-09-11,CUS69261986060,7501,385,169046.97,SILVER
2022-09-11,CUS30746096236,6720,385,74725.12,BRONZE
2022-09-11,CUS74228231860,8073,385,196295.45,BRONZE
2022-09-11,CUS30821536448,16907,385,126397.24,
2022-09-11,CUS35883051012,11450,385,16187.2,SILVER
2022-09-11,CUS94641068148,4685,385,63497.2,
2022-09-11,CUS40890886212,2641,385,15630.05,GOLD
2022-09-11,CUS26985558360,7277,385,107632.86,SILVER
2022-09-11,CUS23717614260,12797,385,13.8,SILVER
2022-09-11,CUS84346384424,5158,386,,
2022-09-11,CUS87239159760,8810,386,337611.86,SILVER
2022-09-11,CUS66720896448,9979,386,520,
2022-09-11,CUS88415309536,11968,386,10297.26,
2022-09-11,CUS40423014160,6044,386,160875.57,SILVER
2022-09-11,CUS53029684736,4005,386,,SILVER
2022-09-11,CUS12098223336,5652,386,493641.4,SILVER
2022-09-11,CUS70800375812,8773,387,54481.15,
2022-09-11,CUS24748256124,5613,387,66136.86,BRONZE
2022-09-11,CUS42058673460,5663,387,41301.52,BRONZE
2022-09-11,CUS76498157924,5459,387,63009.96,
2022-09-11,CUS94987031536,7777,387,166999.78,
2022-09-11,CUS57613388724,4633,387,,SILVER
2022-09-11,CUS13442728036,4975,388,43685.37,SILVER
2022-09-11,CUS99946886424,7519,388,43369.57,
2022-09-11,CUS98413798760,6905,388,83130.28,
2022-09-11,CUS53708218660,4678,388,119834.55,
2022-09-11,CUS71324539960,7355,388,94267.98,SILVER
2022-09-11,CUS75125015260,10000,389,101507.37,
2022-09-11,CUS39671131560,4978,389,89766.9,SILVER
2022-09-11,CUS38185781024,7707,389,303747.36,SILVER
2022-09-11,CUS16737203436,12809,389,72387.23,SILVER
2022-09-11,CUS30952244048,51260,389,6180.96,SILVER
2022-09-11,CUS78289336360,8617,389,75505.54,SILVER
2022-09-11,CUS33595979660,6831,389,171811.4,BRONZE
2022-09-11,CUS52228107260,5251,389,69071.94,SILVER
2022-09-11,CUS93665821148,6333,390,213853.84,SILVER
2022-09-11,CUS53746341536,6333,390,213853.84,SILVER
2022-09-11,CUS66578552436,8111,390,680.6,
2022-09-11,CUS63818137260,4185,390,17645.58,BRONZE
2022-09-11,CUS30315330760,7153,390,249267.8,SILVER
2022-09-11,CUS55698245660,13410,390,275928.12,
2022-09-11,CUS15369268524,6666,391,,
2022-09-11,CUS77319690660,7540,391,140011.34,SILVER
2022-09-11,CUS43551190136,5117,391,,SILVER
2022-09-11,CUS94308738460,10736,391,322358.6,SILVER
2022-09-11,CUS25194105548,13533,391,252176.16,SILVER
2022-09-11,CUS52792820560,7852,391,50128.04,BRONZE
2022-09-11,CUS74938849660,8941,392,101427.3,
2022-09-11,CUS56234773836,4708,392,,BRONZE
2022-09-11,CUS48636985636,18272,392,567207.6,SILVER
2022-09-11,CUS59891637148,6841,392,247266.11,SILVER
